code,meigara,kana,kuramoto,ken,shi,address¥n1235,京極,きょうごく,二世古酒造,北海道,虻田郡,北海道虻田郡倶知安町旭47
3361,幸娘,さちむすめ,野村酒造,愛知県,知多郡,愛知県知多郡
1712,生道井,いくじい,原田酒造,愛知県,知多郡,愛知県知多郡東浦町生路坂下29
3204,衣が浦若水,ころもがうらわかみず,原田酒造,愛知県,知多郡,愛知県知多郡東浦町生路坂下29
3202,平洲さん,へいしゅうさん,原田酒造,愛知県,知多郡,愛知県知多郡東浦町生路坂下29
3203,於大の舞,おだいのまい,原田酒造,愛知県,知多郡,愛知県知多郡東浦町生路坂下29
2297,冠勲,かんくん,丸一酒造,愛知県,知多郡,愛知県知多郡阿久比町植大字西廻間11
2296,ほしいずみ,ほしいずみ,丸一酒造,愛知県,知多郡,愛知県知多郡阿久比町植大字西廻間11
3363,富好,とみよし,内田酒造,愛知県,知多郡,愛知県知多郡
2299,豊田正宗,とよたまさむね,豊田酒造,愛知県,豊田市,愛知県豊田市喜多町5-8
3362,初夢桜,はつゆめざくら,盛田金しゃち酒造,愛知県,半田市,愛知県半田市亀崎町9-112
2295,金鯱,きんしゃち,盛田金しゃち酒造,愛知県,半田市,愛知県半田市亀崎町9-112
751,國盛,,中埜酒造,愛知県,半田市,愛知県半田市東本町2-24
2287,ねのひ,ねのひ,盛田,愛知県,常滑市,愛知県常滑市小鈴谷字亀井戸21-1
2974,盛田,もりた,盛田,愛知県,常滑市,愛知県常滑市小鈴谷字亀井戸21-1
2973,なごみ桜,なごみざくら,盛田,愛知県,常滑市,愛知県常滑市小鈴谷字亀井戸21-1
2286,尾張男山,おわりおとこやま,盛田,愛知県,常滑市,愛知県常滑市小鈴谷字亀井戸21-1
748,白老,はくろう,澤田酒造,愛知県,常滑市,愛知県常滑市古場町4-10
740,勲碧,くんぺき,勲碧酒造,愛知県,江南市,愛知県江南市小折本町柳橋88
1842,楽の世,らくのよ,丸井合名,愛知県,江南市,愛知県江南市布袋町東202
1840,小牧山,こまきやま,山星酒造,愛知県,江南市,愛知県江南市布袋町西95
1841,布袋野のほていさま,ほてののほていさま,山星酒造,愛知県,江南市,愛知県江南市布袋町西95
1839,星盛,ほしざかり,山星酒造,愛知県,江南市,愛知県江南市布袋町西95
1390,小弓鶴,こゆみつる,小弓鶴酒造,愛知県,犬山市,愛知県犬山市羽黒成海郷70
1826,東洋自慢,とうようじまん,東洋自慢酒造,愛知県,犬山市,愛知県犬山市羽黒字前川原48-3
741,金銀花,きんぎんか,金銀花酒造,愛知県,一宮市,愛知県一宮市今伊勢町馬寄山之小路19
2291,ことぶき,ことぶき,藤市酒造,愛知県,稲沢市,愛知県稲沢市稲葉3-4-30
2290,菊鷹,きくたか,藤市酒造,愛知県,稲沢市,愛知県稲沢市稲葉3-4-30
742,木曽三川,きそさんせん,内藤醸造,愛知県,稲沢市,愛知県稲沢市祖父江町甲新田高須賀52-1
744,氷の精,こおりのせい,内藤醸造,愛知県,稲沢市,愛知県稲沢市祖父江町甲新田高須賀52-1
3328,SUSHI SAKE,すしさけ,鶴見酒造,愛知県,津島市,愛知県津島市百町字旭46
2292,神鶴,かみつる,鶴見酒造,愛知県,津島市,愛知県津島市百町字旭46
3327,夢乃寒梅,ゆめのかんばい,鶴見酒造,愛知県,津島市,愛知県津島市百町字旭46
1594,長珍,ちょうちん,長珍酒造,愛知県,津島市,愛知県津島市本町3-62
747,義侠,ぎきょう,山忠本家酒造,愛知県,愛西市,愛知県愛西市日置町弐橋1797-3
746,雲井,くもい,山忠新家,愛知県,愛西市,愛知県愛西市稲葉町江頭18-1
1629,やまはい,やまはい,青木酒造,愛知県,愛西市,愛知県愛西市本部田町本西60番地
1628,米宗,こめそう,青木酒造,愛知県,愛西市,愛知県愛西市本部田町本西60番地
2294,平勇,ひらいさみ,渡辺酒造,愛知県,愛西市,愛知県愛西市草平町道下83
2857,めぐる,めぐる,水谷酒造,愛知県,愛西市,愛知県愛西市鷹場町久田山12
2293,千瓢,せんぴょう,水谷酒造,愛知県,愛西市,愛知県愛西市鷹場町久田山12
2991,最愛,さいあい,山田酒造,愛知県,海部郡,愛知県海部郡蟹江町須成1245
745,酔泉,すいせん,山田酒造,愛知県,海部郡,愛知県海部郡蟹江町須成1245
743,四天王,してんのう,甘強酒造,愛知県,海部郡,愛知県海部郡蟹江町城4-1
3381,海女神,あまじん,宮崎本店,三重県,四日市市,三重県四日市市楠町南五味塚972
770,宮の雪,みやのゆき,宮崎本店,三重県,四日市市,三重県四日市市楠町南五味塚972
2098,大黒屋光太夫,だいこくやこうだゆう,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
3205,イセノハナ,いせのはな,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
1689,鈴鹿川,すずかがわ,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
2886,酔夢譚,すいむたん,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
3237,鈴鹿,すずしか,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
762,作,ざく,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
760,喜代娘,きよむすめ,清水清三郎商店,三重県,鈴鹿市,三重県鈴鹿市若松東3-9-33
759,八千代,やちよ,小川本家,三重県,津市,三重県津市河芸町一色1425
766,神楽,,神楽酒造,三重県,四日市市,三重県四日市市室山町326
1632,田光,たびか,早川酒造,三重県,三重郡,三重県三重郡菰野町小島468
769,早春,そうしゅん,早川酒造,三重県,三重郡,三重県三重郡菰野町小島468
3681,伊勢物語,いせものがたり,タカハシ酒造,三重県,四日市市,三重県四日市市松寺2丁目15-7
1170,天遊琳,てんゆうりん,タカハシ酒造,三重県,四日市市,三重県四日市市松寺2丁目15-7
1535,伊勢の白酒,いせのしろき,タカハシ酒造,三重県,四日市市,三重県四日市市松寺2丁目15-7
3261,三重の新嘗,みえのにいなえ,タカハシ酒造,三重県,四日市市,三重県四日市市松寺2丁目15-7
3682,清,せい,安達本家酒造,三重県,三重郡,三重県三重郡朝日町縄生2107
768,富士の光,ふじのひかり,安達本家酒造,三重県,三重郡,三重県三重郡朝日町縄生2107
3583,月の真珠,つきのしんじゅ,稲垣酒造場,三重県,三重郡,三重県三重郡朝日町柿2174
767,御山杉,みやますぎ,稲垣酒造場,三重県,三重郡,三重県三重郡朝日町柿2174
2095,天慶,てんけい,早川酒造部,三重県,三重郡,三重県三重郡川越町高松829
2096,天一,てんいち,早川酒造部,三重県,三重郡,三重県三重郡川越町高松829
1084,上げ馬,あげうま,細川酒造,三重県,桑名市,三重県桑名市多度町古野1474
2094,久波奈,くわな,後藤酒造場,三重県,桑名市,三重県桑名市赤尾1019
2837,颯,はやて,後藤酒造場,三重県,桑名市,三重県桑名市赤尾1019
2093,青雲,せいうん,後藤酒造場,三重県,桑名市,三重県桑名市赤尾1019
3686,はま娘,はまむすめ,丸彦酒造,三重県,四日市市,三重県四日市市川島町1863-2
3687,穂波,ほなみ,丸彦酒造,三重県,四日市市,三重県四日市市川島町1863-2
2097,三重の寒梅,みえのかんばい,丸彦酒造,三重県,四日市市,三重県四日市市川島町1863-2
3685,伊勢正宗,いせまさむね,丸彦酒造,三重県,四日市市,三重県四日市市川島町1863-2
2868,泗水郷 佐倉,しすいきょう さくら,伊藤酒造,三重県,四日市市,三重県四日市市桜町110
2867,日本華,にほんか,伊藤酒造,三重県,四日市市,三重県四日市市桜町110
2866,鈴鹿山麓,すずかさんろく,伊藤酒造,三重県,四日市市,三重県四日市市桜町110
2865,猿田彦,さるたひこ,伊藤酒造,三重県,四日市市,三重県四日市市桜町110
765,鈿女,うづめ,伊藤酒造,三重県,四日市市,三重県四日市市桜町110
764,噴井,ふきい,石川酒造,三重県,四日市市,三重県四日市市桜町129
2090,寒紅梅,かんこうばい,寒紅梅酒造,三重県,津市,三重県津市栗真中山町433
2091,藤堂高虎公,とうどうたかとらこう,寒紅梅酒造,三重県,津市,三重県津市栗真中山町433
2092,三重大学,みえだいがく,寒紅梅酒造,三重県,津市,三重県津市栗真中山町433
3846,名松線,めいしょうせん,寒紅梅酒造,三重県,津市,三重県津市栗真中山町433
757,きげんよし,きげんよし,今村酒造,三重県,津市,三重県津市香良洲町263
763,初日,はつひ,油正,三重県,津市,三重県津市久居本町1583
2103,安濃誉,あのうほまれ,松島酒造,三重県,津市,三重県津市安濃町南神山191
2099,初わらひ,はつわらい,松島酒造,三重県,津市,三重県津市安濃町南神山191
2101,高虎,たかとら,松島酒造,三重県,津市,三重県津市安濃町南神山191
2105,天国,てんごく,松島酒造,三重県,津市,三重県津市安濃町南神山191
2104,みさと龍神,みさとりゅうじん,松島酒造,三重県,津市,三重県津市安濃町南神山191
2102,秀峰,しゅうほう,松島酒造,三重県,津市,三重県津市安濃町南神山191
2100,晴れ娘,はれむすめ,松島酒造,三重県,津市,三重県津市安濃町南神山191
772,一粒一滴,いちりゅういってき,新良酒造,三重県,松阪市,三重県松阪市大黒田町130
771,夢窓,むそう,新良酒造,三重県,松阪市,三重県松阪市大黒田町130
3683,神都の祈り 斎王,しんとのいのり さいおう,旭酒造,三重県,多気郡,三重県多気郡明和町山大淀3032
2111,伊勢旭,いせあさひ,旭酒造,三重県,多気郡,三重県多気郡明和町山大淀3032
2108,白米城,はくまいじょう,中山酒造,三重県,松阪市,三重県松阪市小阿坂町2532
3668,琥珀城,こはくじょう,中山酒造,三重県,松阪市,三重県松阪市小阿坂町2532
3680,あざか,あざか,中山酒造,三重県,松阪市,三重県松阪市小阿坂町2532
2107,ゑびす顔,えびすがお,船木酒造,三重県,松阪市,三重県松阪市
2109,明乃春,あけのはる,海野酒造,三重県,津市,三重県津市
1788,おかげさま,おかげさま,伊勢萬,三重県,伊勢市,三重県伊勢市宇治中之切町77番地の2
3684,神都の祈り 御裳濯川,しんとのいのり みもすそがわ,伊勢萬,三重県,伊勢市,三重県伊勢市宇治中之切町77番地の2
1789,老緑,おいみどり,伊勢萬,三重県,伊勢市,三重県伊勢市宇治中之切町77番地の2
1213,英,はなぶさ,森喜酒造場,三重県,伊賀市千歳41-2,三重県伊賀市千歳41-2
775,るみ子の酒,るみこのさけ,森喜酒造場,三重県,伊賀市千歳41-2,三重県伊賀市千歳41-2
1214,妙の華,たえのはな,森喜酒造場,三重県,伊賀市千歳41-2,三重県伊賀市千歳41-2
2112,福の聲,ふくのこえ,福井酒造場,三重県,伊賀市,三重県伊賀市比自岐595
783,半蔵,はんぞう,大田酒造,三重県,伊賀市,三重県伊賀市上之庄1365
2838,大田,おおた,大田酒造,三重県,伊賀市,三重県伊賀市上之庄1365
1827,久寿徳,くずとく,大田酒造,三重県,伊賀市,三重県伊賀市上之庄1365
1828,久寿屋 徳兵衛,くずや とくべえ,大田酒造,三重県,伊賀市,三重県伊賀市上之庄1365
3605,東海白鷺,とうかいしらさぎ,大田酒造,三重県,伊賀市,三重県伊賀市上之庄1365
780,若戎,わかえびす,若戎酒造,三重県,伊賀市,三重県伊賀市阿保1317
779,真秀,まほ,若戎酒造,三重県,伊賀市,三重県伊賀市阿保1317
3688,伊勢詣,いせもうで,若戎酒造,三重県,伊賀市,三重県伊賀市阿保1317
778,義左衛門,ぎざえもん,若戎酒造,三重県,伊賀市,三重県伊賀市阿保1317
1066,参宮,さんぐう,澤佐酒造,三重県,名張市,三重県名張市夏見944
782,瀧自慢,たきじまん,瀧自慢酒造,三重県,名張市,三重県名張市赤目町柏原141
3466,伊山郷,いざんきょう,瀧自慢酒造,三重県,名張市,三重県名張市赤目町柏原141
3465,伊賀山田錦,いがやまだにしき,瀧自慢酒造,三重県,名張市,三重県名張市赤目町柏原141
3464,名張乙女,なばりおとめ,瀧自慢酒造,三重県,名張市,三重県名張市赤目町柏原141
2113,天下錦,てんかにしき,福持酒造場,三重県,名張市,三重県名張市安部田3905
774,みつくりの里,みつくりのさと,平和酒造,三重県,伊賀市,三重県伊賀市
773,富士正宗,ふじまさむね,平和酒造,三重県,伊賀市,三重県伊賀市
776,黒松翁,くろまつおきな,森本仙右衛門商店,三重県,伊賀市,三重県伊賀市上野福居町3342
777,伊賀の寒梅,いがのかんばい,森本仙右衛門商店,三重県,伊賀市,三重県伊賀市上野福居町3342
1118,三重錦,みえにしき,中井仁平酒造場,三重県,伊賀市,三重県伊賀市上野西大手町3721
781,俳聖芭蕉,はいせいばしょう,橋本酒造場,三重県,伊賀市,三重県伊賀市御代1116
2110,勲泉,くんせん,清水酒造場,三重県,松阪市,三重県松阪市庄町388
1805,鉾杉,ほこすぎ,河武醸造,三重県,多気郡,三重県多気郡多気町五桂234
1806,弓形穂,ゆみなりほ,河武醸造,三重県,多気郡,三重県多気郡多気町五桂234
1472,酒屋八兵衛,さかやはちべえ,元坂酒造,三重県,多気郡,三重県多気郡大台町柳原346-2
3584,桐花,とうか,元坂酒造,三重県,多気郡,三重県多気郡大台町柳原346-2
3698,近江の酒にて候 一万人で乾杯,おうみのさけにてそうろう いちまんにんでかんぱい,滋賀県酒造組合,滋賀県,,
1316,浅茅生,あさじを,平井商店,滋賀県,大津市,滋賀県大津市中央1-2-33
1285,無名蔵,むめいぐら,浪乃音酒造,滋賀県,大津市,滋賀県大津市本堅田1-7-16
1284,浪乃音,なみのおと,浪乃音酒造,滋賀県,大津市,滋賀県大津市本堅田1-7-16
1286,月の里,つきのさと,月の里酒造,滋賀県,大津市,滋賀県大津市石山寺3-29-9
800,萩乃露,はぎのつゆ,福井弥平商店,滋賀県,高島市,滋賀県高島市勝野1387-1
3099,びわ湖正宗,びわこまさむね,福井弥平商店,滋賀県,高島市,滋賀県高島市勝野1387-1
799,松の花,まつのはな,川島酒造,滋賀県,高島市,滋賀県高島市新旭町旭83
2871,百笑の夢,ひゃくしょうのゆめ,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2021,風の舞,かぜのまい,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
1119,不老泉,ふろうせん,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2023,杣の天狗,そまのてんぐ,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2022,寿扇,じゅせん,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2024,奥琵琶湖,おくびわこ,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2020,亀亀覇,かめかめは,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2025,御家ごろし,ごけごろし,上原酒造,滋賀県,高島市,滋賀県高島市新旭町太田1524
2575,若恵比寿,わかえびす,七洋酒造,滋賀県,高島市,滋賀県高島市新旭町新庄1154
2576,比叡の淡雪,ひえいのあわゆき,七洋酒造,滋賀県,高島市,滋賀県高島市新旭町新庄1154
798,琵琶の長寿,びわのちょうじゅ,池本酒造,滋賀県,高島市,滋賀県高島市今津町今津221
1318,竹生嶋,ちくぶしま,吉田酒造,滋賀県,高島市,滋賀県高島市マキノ町海津2292
3416,緑樹影,りょくじゅかげ,吉田酒造,滋賀県,高島市,滋賀県高島市マキノ町海津2292
1903,暁,あかつき,暁酒造,滋賀県,野洲市,滋賀県野洲市小篠原1389
1901,玉の春,たまのはる,宇野勝酒造場,滋賀県,野洲市,滋賀県野洲市野洲236
3383,悠紀,ゆうき,宇野勝酒造場,滋賀県,野洲市,滋賀県野洲市野洲236
1902,千代世界,ちよせかい,宇野酒造,滋賀県,野洲市,滋賀県野洲市野洲429
3384,近江富士,おうみふじ,宇野酒造,滋賀県,野洲市,滋賀県野洲市野洲429
1904,吉兆,きっちょう	,徳田酒造,滋賀県,野洲市,滋賀県野洲市久野部155-1
3459,徳娘,とくむすめ,徳田酒造,滋賀県,野洲市,滋賀県野洲市久野部155-1
793,松の司,まつのつかさ,松瀬酒造,滋賀県,蒲生郡,滋賀県蒲生郡竜王町弓削475
1898,金泉,きんせん,服部岩彦酒造場,滋賀県,栗東市,滋賀県栗東市
787,香の泉,かのいずみ,竹内酒造,滋賀県,湖南市,滋賀県湖南市石部中央1-6-5
