sakecode,sakename,meigaracode,syurui,genryoumai,seimaibuai,nihonsyudo,sando,aminosando,amakardo,noutando,alcohol
6969,華姫桜 純米吟醸 しずく媛,2213,純米吟醸,しずく媛（愛媛県産）,,-14,1.3,,1.4,0.07,15.5
6972,華姫桜 もろみあらごし伊予のどぶ,2213,純米 にごり 原酒,,60,1.5,2.3,,-1.22,1.24,15.5
6975,華姫桜 ロック 夏純米,2213,純米 原酒,,60,0,2.3,,-1.08,1.3,17.5
6976,華姫桜 無濾過 純米吟醸 原酒 五百万石,2213,無濾過 純米吟醸 原酒,五百万石（福井県産）,60,3,2.2,2.2,-1.24,0.98,17.5
6977,華姫桜 無濾過 純米吟醸 原酒 吟風,2213,無濾過 純米吟醸 原酒,吟風,60,4,2.3,2.2,-1.45,1.12,17.5
6968,華姫桜 純米酒,2213,純米酒,松山三井（愛媛県産）,,2,1.3,,-0.1,-0.67,15.5
6971,華姫桜 にごり原酒,2213,にごり 原酒,,,-7,1.5,,0.5,0.12,18.5
6970,華姫桜 本醸造酒,2213,本醸造,,,2,1.3,,-0.1,-0.67,15.5
6974,華姫桜 涼,2213,本醸造,,70,2,1.6,,-0.45,-0.1,15.5
6973,華姫桜 極み辛口,2213,本醸造,,,13,1.1,,-0.88,-1.54,15.5
4498,行光 蔵本屋 市兵衛,1668,大吟醸,山田錦、松山三井,40,4,,,,,16.4
8351,行光 蔵本屋 藤平,1668,純米吟醸,松山三井,,4,,,,,16.3
4496,行光 純米酒,1668,特別純米酒,松山三井,60,3,,,,,15.2
4497,行光 特別本醸造,1668,特別本醸造,松山三井,60,4,1.3,,-0.29,-0.76,15.7
9232,石鎚 真精 大吟醸 袋吊り しずく酒,348,大吟醸 無濾過 原酒 袋吊り しずく酒,山田錦（兵庫県産）,35,4,1.4,,-0.4,-0.57,17.5
9231,石鎚 大吟醸 大雄峯,348,大吟醸,山田錦（兵庫県産）,37,5,1.3,,-0.38,-0.8,17.5
9233,石鎚 限定 大吟醸 斗瓶取り 金賞受賞酒,348,大吟醸 斗瓶取り,山田錦（兵庫県産）,35,3,1.3,,-0.2,-0.71,17.5
9234,石鎚 石鎚正宗,348,純米大吟醸,山田錦,50,5,1.3,,-0.38,-0.8,16.5
9235,石鎚 純米大吟醸 槽搾り,348,純米大吟醸 槽搾り,麹米：山田錦、掛米：松山三井,30,,,,,,17.5
9236,石鎚 純米吟醸 備前雄町,348,純米吟醸,雄町,50,,,,,,16.5
9237,石鎚 特別純米酒 夏純米,348,特別純米酒,しずく媛（愛媛県産）,60,3,1.7,,-0.66,0.04,16.5
8792,山丹正宗 純米大吟醸 秘蔵酒,346,純米大吟醸 古酒,山田錦（兵庫県産）,35,3,1.4,,-0.31,-0.52,16
8793,山丹正宗 純米大吟醸 山田錦,346,純米大吟醸,山田錦（兵庫県産）,35,2,1.3,,-0.1,-0.67,16
8802,山丹正宗 大吟醸,346,大吟醸,山田錦（兵庫県産）,35,4,1,,0.06,-1.32,15
8794,山丹正宗 純米大吟醸 松山三井,346,純米大吟醸,松山三井（愛媛県産）,50,4,1.4,,-0.4,-0.57,16
8795,山丹正宗 純米吟醸 無ろ過 生原酒,346,純米吟醸 無ろ過 生原酒,しずく媛（愛媛県産）,50,5,1.9,,-1.08,0.33,17
8796,山丹正宗 純米 無ろ過 生原酒,346,純米 無ろ過 生原酒,フクヒカリ（愛媛県産）,60,5,2,,-1.19,0.51,16
8797,山丹正宗 純米吟醸 しずく媛,346,純米吟醸,しずく媛（愛媛県産）,50,4,1.8,,-0.87,0.18,16
8798,山丹正宗 天然酒,346,純米酒,フクヒカリ（愛媛県産）,60,4,1.9,,-0.98,0.37,16
8799,山丹正宗 ひやおろし 純米酒,346,ひやおろし 純米酒,松山三井（愛媛県産）,60,5,2,,-1.19,0.51,16
8800,山丹正宗 特別純米酒,346,特別純米酒,松山三井（愛媛県産）,60,4,1.5,,-0.52,-0.38,15
8801,山丹正宗 初しぼり,346,純米 無ろ過 生原酒,フクヒカリ（愛媛県産）,60,-4,2,,-0.36,0.92,15
8803,山丹正宗 辣,346,本醸造,松山三井（愛媛県産）,70,14,1,,-0.86,-1.77,14
8804,山丹正宗 しまなみ,346,本醸造,松山三井（愛媛県産）,70,0,1.4,,-0.03,-0.39,14
8805,山丹正宗 やきとりの酒,346,本醸造,松山三井（愛媛県産）,70,0,1.4,,-0.03,-0.39,14
1961,千代の亀 銀河の紙ふうせん,353,純米大吟醸（冷凍酒）,みそぎ米,22,6,1.75,1.75,,,17.95
1960,千代の亀 2001年銀河の旅,353,純米大吟醸（冷凍酒）,みそぎ米,23,10.5,1.4,1.4,,,15.45
1963,千代の亀 銀河鉄道,353,純米大吟醸（冷凍酒）,みそぎ米,40,7.5,1.3,1.4,,,15.45
1962,千代の亀 秘蔵 しずく酒,353,純米大吟醸（冷凍酒）,みそぎ米,22,7.5,1.35,1.25,,,15.45
1959,千代の亀 純米大吟醸 斗瓶囲い 長期熟成生酒,353,純米大吟醸,山田錦、五百万石,40,7,1.5,,-0.8,-0.52,15.5
1964,千代の亀 しぼりたて 純米大吟醸,353,純米大吟醸,みそぎ米、山田錦,40,6.5,1.5,1.5,,,16.45
5296,千代の亀 梨風,353,純米大吟醸,松山三井,50,10,1.4,1.4,-0.96,-0.84,15
1958,千代の亀 お父さんの密造酒,353,どぶろく,山田錦,50,-20,2,,1.16,1.66,14.5
1966,千代の亀 純米吟醸,353,純米吟醸,,55,7,1.3,,-0.57,-0.89,15
1965,千代の亀 純米 米は地球を救う,353,純米酒,松山三井,43,0,,,,,14.45
4730,梅美人 鷹雄,355,大吟醸 原酒,山田錦,40,3,1.6,1.2,-0.54,-0.15,17.5
4732,梅美人 大吟醸,355,大吟醸,山田錦（兵庫県産）,40,4.5,1.6,,-0.68,-0.22,14.5
4734,梅美人 夢の翼,355,純米吟醸,,60,3,1.2,1.2,-0.08,-0.9,15.55
4733,梅美人 純米吟醸,355,純米吟醸,しずく媛（愛媛県産）,50,3,1.7,,-0.66,0.04,17.5
5297,梅美人 雪の精,355,純米大吟醸 生にごり酒,,,,,,,,
4744,梅美人 純米大吟醸 無ろ過 生原酒 しずく媛,355,純米大吟醸 無ろ過 生原酒,しずく媛,50,,,,,,
4735,梅美人 幻の翼 ,355,本醸造,,60,3,1,1.1,0.15,-1.28,15.5
4742,梅美人 根来杜氏の土産酒 吟醸,355,吟醸酒,,60,,,,,,19.5
4743,梅美人 根来杜氏の土産酒 純米吟醸,355,純米吟醸,,60,,,,,,17.5
4731,梅美人 観梅,355,吟醸,,60,3,1,1.1,0.15,-1.28,15.5
4738,梅美人 にごり酒,355,にごり酒,,70,1,1.8,,-0.59,0.32,16.5
4739,梅美人 漁師の酒,355,普通酒,,70,7.5,1.6,1.4,-0.96,-0.35,15.5
4736,梅美人 上撰,355,普通酒,,70,1,1.2,0.8,0.11,-0.81,15.5
4737,梅美人 媛,355,普通酒,,70,1.2,0.8,1,0.55,-1.57,15.5
4740,梅美人 本醸造 生,355,本醸造 生酒,松山三井,60,4,1,1.4,0.06,-1.32,15.5
4741,梅美人 純米吟醸 生,355,純米吟醸 生酒,松山三井,60,2,1.2,1.2,0.01,-0.85,15.5
3342,川亀 大吟醸,1207,大吟醸,山田錦,40,4,1.3,0.9,-0.29,-0.76,15.3
3345,川亀 特選 純米吟醸,1207,純米吟醸,山田錦、松山三井,45,4,1.4,,-0.4,-0.57,15
3343,川亀 純米吟醸,1207,純米吟醸,,,,,,,,
3344,川亀 純米吟醸 忠八,1207,純米吟醸,,,,,,,,
6668,城川郷 碎啄,1834,純米大吟醸 雫酒,山田錦,40,,,,,,
6669,城川郷 吟醸酒,1834,吟醸,松山三井,50,0,1.1,,0.31,-0.95,15.5
6666,城川郷 大吟醸,1834,大吟醸,,40,6,,,,,15.5
6667,城川郷 純米大吟醸,1834,純米大吟醸,松山三井,40,1,1.25,,0.05,-0.72,15.5
6670,城川郷 純米吟醸,1834,純米吟醸,しずく媛（愛媛県産）,50,2,1.3,,-0.1,-0.67,15.5
6671,城川郷 別吟,1834,,国産米,36,5,1.25,,-0.32,-0.9,16.5
6672,城川郷 純米原酒,1834,純米酒 原酒,,,,,,,,17.5
6673,城川郷 尾根越えて,1834,特別純米酒,山田錦、松山三井、しずく媛,36,,,,,,15.5
6674,城川郷 本醸造,1834,本醸造,山田錦、松山三井、しずく媛,58,1.5,-3,,4.93,-8.73,15.5
6675,城川郷 相生,1834,純米酒,,65,,,,,,14.5
4861,大番 純米大吟醸,1802,純米大吟醸,松山三井（愛媛県産）,45,,,,,,
4864,大番 しずく媛,1802,,しずく媛（愛媛県産）,45,,,,,,
4863,大番 大吟醸,1802,大吟醸,松山三井（愛媛県産）,45,,,,,,
4862,大番 清酒 え,1802,吟醸酒,愛のゆめ（愛媛県産）,,,,,,,
4866,大番 純米吟醸,1802,純米吟醸,,55,,,,,,15.5
4865,大番 吟醸,1802,吟醸,,55,,,,,,15.5
4867,大番 原酒,1802,原酒,一般米,65,,,,,,18.5
4868,大番 上選,1802,,一般米,65,,,,,,15.5
4869,大番 媛,1802,,一般米,65,,,,,,15.5
4859,虎の尾 大吟醸,1801,大吟醸,山田錦（兵庫県産）,40,3,,,,,0
4860,虎の尾 純米大吟醸,1801,純米大吟醸,山田錦（兵庫県産）,40,-1,,,,,16.5
8579,山川流 純米酒 しぼりたて 生原酒,3599,純米酒 生原酒,麹米：雄町、掛米：ヒノヒカリ,65,3.5,1.4,,-0.36,-0.55,18
8577,山川流 純米酒,3599,純米酒,麹米：雄町、掛米：ヒノヒカリ,65,4,1.4,,-0.4,-0.57,15.3
8578,山川流 夏純米,3599,純米酒,麹米：雄町、掛米：ヒノヒカリ,65,3,1.3,,-0.2,-0.71,14.8
1106,梅錦 媛の愛 幻味,351,純米大吟醸,松山三井,25,3.5,1.2,,-0.13,-0.92,16.3
1088,梅錦 純米吟醸酒 媛の愛 天味,351,純米吟醸,松山三井,40,3,1.2,,-0.08,-0.9,16.3
1105,梅錦 究極の酒,351,大吟醸,山田錦,30,5,1,,-0.03,-1.37,16.3
1099,梅錦 純米大吟醸,351,純米大吟醸,山田錦,40,2.5,1.4,,-0.27,-0.5,16.3
1103,梅錦 フレグランス,351,吟醸酒,雄町,45,-0.5,1.4,,0.01,-0.37,16.3
1104,梅錦 観入,351,吟醸酒,雄町,45,-0.5,1.4,,0.01,-0.37,16.3
1097,梅錦 松山三井,351,純米吟醸,松山三井,50,2,1.3,,-0.1,-0.67,16.3
1092,梅錦 大吟辛口,351,吟醸酒,山田錦,50,6.5,1.3,,-0.52,-0.87,15.8
1107,梅錦 語り尽くせど飲みあきない,351,純米吟醸酒,山田錦,50,3.5,1.5,,-0.47,-0.36,15.8
1093,梅錦 純米原酒 酒一筋,351,純米吟醸,山田錦,38,0.5,1.7,,-0.43,0.15,16.9
1089,梅錦 超特撰 秀逸,351,普通酒,山田錦,50,-4.5,1.1,,0.73,-0.75,16.3
1091,梅錦 秀峰,351,吟醸酒,山田錦,55,5,1.4,,-0.5,-0.61,16.3
1098,梅錦 太陽の吟醸,351,純米吟醸,山田錦,38,5.5,1.5,,-0.66,-0.45,15.3
1108,梅錦 え,351,吟醸酒,愛のゆめ,60,5.5,1.1,,-0.2,-1.2,15.8
1100,梅錦 つうの酒,351,吟醸,山田錦、玉栄、八反錦,38,4.5,1.4,,-0.45,-0.59,15.8
1090,梅錦 辛口 本醸造,351,本醸造,玉栄,65,7,1.1,,-0.33,-1.27,15.3
1101,梅錦 ずーっと好きでいてください,351,普通酒,玉栄,50,0,1.2,,0.2,-0.76,15.8
1102,梅錦 杜氏の酒,351,純米酒,玉栄、八反錦,65,4.5,1.6,,-0.68,-0.22,15.3
1096,梅錦 金印,351,普通酒,玉栄、黄金まさり,42,0,1.1,,0.31,-0.95,15.8
1094,梅錦 上撰 栄冠,351,普通酒,玉栄、黄金まさり,42,0,1.1,,0.31,-0.95,15.8
1095,梅錦 媛 栄照,351,普通酒,玉栄、黄金まさり,45,3.5,1.1,,-0.01,-1.11,15.3
1110,梅錦 米米酒,351,雑酒,,,-42,3.8,,1.2,6.09,7
1109,梅錦 四季香麗水,351,純米酒,黄金まさり,60,-55,4.5,,1.69,8.04,8.3
4112,賀儀屋 純米大吟醸 生詰,1536,純米大吟醸,大粒松山三井、しずく媛,45,3,1.4,,-0.31,-0.52,16.5
4111,賀儀屋 完熟梅酒,1536,日本酒原酒仕込み梅酒,,,,,,,,
4110,賀儀屋 仕込四号 純米吟醸 生詰,1536,純米吟醸 無濾過 生原酒,松山三井,50,4,1.5,,-0.52,-0.38,15.5
4113,賀儀屋 仕込三号 純米 生詰,1536,純米酒 無濾過 生酒,松山三井,60,3,1.3,1.1,-0.2,-0.71,
4109,賀儀屋 味口本仕込み 生詰,1536,本醸造,松山三井,60,5,1.5,,-0.61,-0.43,16.5
5057,桜うづまき 秘蔵大古酒 四拾年貯蔵,1860,古酒,,,-9,1.8,2.1,0.34,0.77,16.5
5053,桜うづまき 坂の上の雲,1860,大吟醸,山田錦,35,5,1.2,,-0.27,-0.99,17.5
5070,桜うづまき 桜杜,1860,大吟醸,,,,,,,,
5055,桜うづまき 元禄,1860,古代酒,,80,-90,1.9,,8.31,4.91,17.5
5054,桜うづまき 桜風,1860,純米吟醸,,50,1,1.2,,0.11,-0.81,15.5
5071,桜うづまき くじけずおごらず,1860,純米酒,無農薬米100%,60,2.5,1.4,,-0.27,-0.5,14.5
5069,桜うづまき 伊予の国,1860,にごり酒,国産米,70,-28,1.2,,2.85,0.53,16.5
5061,桜うづまき 純米酒,1860,純米酒,山田錦,40,0,1.4,,-0.03,-0.39,15.5
5062,桜うづまき 本醸造,1860,本醸造,山田錦、松山三井,60,1,1.5,,-0.24,-0.25,16.5
5063,桜うづまき 天翔,1860,普通酒,松山三井、こがねまさり,70,-1,1.1,,0.41,-0.91,15.5
5064,桜うづまき 瑞祥,1860,普通酒,松山三井、こがねまさり,70,-1,1.1,,0.41,-0.91,15.5
5056,桜うづまき にごり酒,1860,にごり酒,松山三井,70,-28,1.2,,2.85,0.53,16.5
5059,桜うづまき 純米吟醸 しずく媛,1860,,,,,,,,,
5060,桜うづまき 純米酒 松山城,1860,,,,,,,,,
5058,桜うづまき 大吟醸,1860,大吟醸,,35,5,1.1,,-0.15,-1.18,16.5
5065,桜うづまき 風早,1860,普通酒,,70,8,1.3,,-0.66,-0.94,15.5
5066,桜うづまき 原酒,1860,普通酒 原酒,,70,-1,1.2,,0.29,-0.72,19.5
5067,桜うづまき 生酒,1860,生酒,,70,1,1.3,,-0.01,-0.62,13.5
5068,桜うづまき 冷酒 涼,1860,,,70,-1,1.2,,0.29,-0.72,14.5
3307,雪雀 媛の愛 天味,344,純米大吟醸,松山三井（愛媛県産）,45,5.5,1.5,,-0.66,-0.45,16.4
3304,雪雀 悠遊,344,大吟醸,山田錦,35,5.5,1.3,,-0.43,-0.83,16.4
3308,雪雀 雄町幻流,344,純米大吟醸,雄町,40,5,1.5,,-0.61,-0.43,16.4
3309,雪雀 媛の愛 美味,344,純米吟醸,松山三井（愛媛県産）,38,4,1.5,,-0.52,-0.38,16.4
3305,雪雀 寿,344,大吟醸,山田錦,40,5,1.3,,-0.38,-0.8,16.4
3313,雪雀 冬しずく,344,大吟醸酒 生酒,山田錦、八反錦,50,6,1.1,,-0.24,-1.22,15.8
3310,雪雀 風恋,344,純米吟醸,山田錦、松山三井,55,4,1.4,1.3,-0.4,-0.57,15.4
3306,雪雀 え,344,吟醸酒,愛のゆめ（愛媛県産）,60,4,1.3,,-0.29,-0.76,14.8
3311,雪雀 純米吟醸,344,純米吟醸,山田錦、北錦,60,3,1.4,,-0.31,-0.52,14.4
3303,雪雀 道後,344,吟醸酒,山田錦、松山三井,38,7,1.3,,-0.57,-0.89,15.2
3312,雪雀 超辛 話せばわかる,344,特別本醸造,山田錦、松山三井,60,10,1.4,,-0.96,-0.84,14.4
8414,御殿桜 純米大吟醸,326,純米大吟醸,山田錦（徳島県産）,30,,,,,,
8411,御殿桜 純米古酒,326,純米酒 古酒,,60,,,,,,15
8413,御殿桜 純米吟醸酒,326,純米吟醸,,55,,,,,,
8412,御殿桜 酒屋の造った どぶろく,326,どぶろく,,,,,,,,17
3016,瓢太閤 大吟醸 蔵の露,1191,大吟醸,播州山田錦（兵庫県産）,35,4.5,1.2,1.1,-0.22,-0.97,17.6
3535,旭若松 雄町 山田錦 無濾過 生原酒 17BY,1258,,麹米：雄町、、掛米：阿波山田錦,,8,2,,-1.47,0.38,19
3539,旭若松 雄町 山田錦 無濾過 生原酒 16BY,1258,,麹米：雄町、掛米：阿波山田錦,68,-2,2,,-0.54,0.83,19
3536,旭若松 純米酒 無濾過 生原酒 17BY,1258,純米酒,麹米：神力、掛米：日本晴,,6,,,,,
3537,旭若松 無濾過 生原酒 17BY,1258,,雄町、日本晴,,4,,,,,
3540,旭若松 純米酒 無濾過 生原酒 16BY 茶瓶,1258,純米酒,,,0,2,,-0.73,0.74,
3541,旭若松 純米酒 無濾過 生原酒 16BY 緑瓶,1258,純米酒,,,0,2,,-0.73,0.74,
3545,旭若松 純米酒 無濾過 生原酒 15BY +5,1258,純米酒,麹米：雄町、掛米：日本晴,,5,,,,,
3544,旭若松 純米酒 無濾過 生原酒 15BY ±0,1258,純米酒,麹米：雄町、掛米：日本晴,,0,2,,-0.73,0.74,18.5
3543,旭若松 無濾過 生原酒 15BY -3,1258,純米酒,麹米：雄町、掛米：日本晴,,-3,,,,,
3542,旭若松 無濾過 生原酒 15BY -4,1258,純米酒,麹米：雄町、掛米：日本晴,,-4,,,,,
3538,旭若松 特撰 純米酒,1258,純米酒,,,,,,,,15.5
3546,旭若松 純米酒 カップ,1258,純米酒,,,,,,,,
4189,三芳菊 特別純米 麗,1456,特別純米,山田錦（徳島県産）,55,2,1.5,1,-0.34,-0.29,15.5
4192,三芳菊 本醸造 超辛口,1456,本醸造,山田錦（徳島県産）,60,16,1.3,0.9,-1.39,-1.29,15.5
4193,三芳菊 旨口純米,1456,無濾過 特別純米酒,山田錦（徳島県産）,55,0,1.5,1,-0.15,-0.2,15.5
4188,三芳菊 大吟醸 座花酔月,1456,大吟醸,山田錦（兵庫県産）,35,4,1.4,,-0.4,-0.57,
4190,三芳菊 純米 大吟醸,1456,純米 大吟醸,山田錦（兵庫県産）,40,3,1.8,1.1,-0.78,0.23,16.1
4191,三芳菊 純米 吟嬢,1456,純米 吟嬢,山田錦（徳島県産）,50,3,1.6,,-0.54,-0.15,15.7
807,鳴門鯛 特別純米酒,329,特別純米酒,山田錦,65,3,1.5,,-0.43,-0.34,15.45
809,鳴門鯛 三燗四温,329,特別純米酒,山田錦,,,,,,,15.5
805,鳴門鯛 山廃純米吟醸 撫養街道,329,山廃純米吟醸,五百万石,55,13,1.4,,-1.23,-0.97,
803,鳴門鯛 山廃純米吟醸,329,山廃純米吟醸,北錦,60,11,1.5,,-1.16,-0.7,
804,鳴門鯛 山廃造り特別純米,329,山廃造り特別純米,北錦,60,4,1.5,,-0.52,-0.38,
806,鳴門鯛 純米 霧造り生,329,純米生原酒,五百万石、大瀬戸,70,28,0.5,,-1.54,-3.33,25
808,鳴門鯛 吟醸しぼりたて 生原酒,329,吟醸生原酒,,,,,,,,18.5
4050,高柿木 特別純米大吟醸 吊し取り,1460,純米大吟醸,,,,,,,,
4051,高柿木 特別大吟醸 吊し取り,1460,大吟醸,山田錦（兵庫県産）,40,,,,,,
4052,高柿木 純米大吟醸 袋吊り斗瓶囲い生,1460,純米大吟醸 袋吊り斗瓶囲い生,山田錦,50,5,1.9,,-1.08,0.33,16.8
4053,高柿木 純米生原酒 ムロカ生障ﾙ造り,1460,純米 生原酒,玉栄（滋賀県産）,60,6,2.2,1.3,-1.52,0.84,18.8
4054,高柿木 純米生原酒 ムロカ山廃仕込,1460,山廃 純米 生原酒,玉栄（滋賀県産）,60,6.5,2.5,1.1,-1.91,1.39,18.7
4049,高柿木 純米生原酒 ムロカ中採り,1460,純米 原酒,山田錦（兵庫県産）,60,5,2,1.3,-1.19,0.51,17.7
2463,芳水 特別仕込 純米大吟醸,335,純米大吟醸,山田錦（兵庫県産）,40,6,1.8,1.4,-1.05,0.09,16.4
2468,芳水 特別仕込 大吟醸 吟味,335,大吟醸,山田錦（兵庫県産）,40,6,1.4,0.9,-0.59,-0.66,16.5
2467,芳水 大吟醸 剣山,335,大吟醸,,,,,,,,
2469,芳水 純米大吟醸,335,純米大吟醸,五百万石（福井県産）,45,5,1.8,1.5,-0.96,0.14,16.5
2470,芳水 大吟醸,335,大吟醸,山田錦（兵庫県産）,40,5,1.5,1,-0.61,-0.43,16.2
9299,芳水 無為淡霞,335,無濾過 うすにごり,五百万石（福井県産）,55,6.5,1.7,1.3,-0.98,-0.12,16.7
2475,芳水 吟醸,335,吟醸,五百万石（福井県産）,60,5,1.3,1.3,-0.38,-0.8,15.6
2474,芳水 淡遠,335,純米吟醸,五百万石（福井県産）,55,7,1.5,1.4,-0.8,-0.52,13.8
9301,芳水 冷卸 備前雄町,335,純米酒 ひやおろし,雄町（岡山県産）,60,7.5,1.7,1.5,-1.08,-0.16,16.5
9300,芳水 冷卸 播州山田錦,335,純米酒 ひやおろし,山田錦（兵庫県産）,60,7,1.6,1.8,-0.91,-0.33,16.5
2465,芳水 特別純米,335,特別純米酒,山田錦（兵庫県産）,60,5,1.5,2,-0.61,-0.43,15.6
2473,芳水 純米,335,純米酒,山田錦（兵庫県産）,60,5,1.5,2,-0.61,-0.43,15.6
2464,芳水 山廃仕込 純米酒,335,純米酒,玉栄（滋賀県産）、特別栽培米,60,5,1.9,2.1,-1.08,0.33,15.32
2471,芳水 土用酒,335,吟醸 生貯蔵,五百万石（福井県産）,60,7,1.2,1.3,-0.45,-1.08,13.8
2466,芳水 特別本醸造,335,特別本醸造,,,,,,,,
2472,芳水 特別本醸造 山田錦,335,特別本醸造,山田錦,,2.5,1.3,1.7,-0.15,-0.69,15.6
2643,酔鯨 純米大吟醸 つるし斗びんどり,365,純米大吟醸,山田錦（兵庫県産）,30,6.5,1.6,1.1,-0.87,-0.31,17.4
2654,酔鯨 純米大吟醸 山田錦 すっぴん,365,純米大吟醸,山田錦（兵庫県産）,30,7,1.5,,-0.8,-0.52,17.5
2657,酔鯨 純米大吟醸 杜氏 土居教治,365,,,,,,,,,
2645,酔鯨 大吟醸 越三年,365,大吟醸,,,,,,,,
2646,酔鯨 純米大吟醸 山田錦,365,純米大吟醸,山田錦（兵庫県産）,30,7,1.5,1,-0.8,-0.52,16.5
2648,酔鯨 純米大吟醸 八反錦,365,純米大吟醸,八反錦（広島県産）,35,7,1.5,,-0.8,-0.52,16.5
2651,酔鯨 大吟醸 高知酵母,365,大吟醸,山田錦（兵庫県産）,40,5,1.45,1.05,-0.56,-0.52,17.4
2653,酔鯨 純米吟醸 吟寿 うすにごり,365,純米吟醸,八反錦（広島県産）,45,6.5,1.85,,-1.16,0.16,17.5
2642,酔鯨 純米吟醸 吟寿,365,純米吟醸,八反錦（広島県産）,45,7,1.7,1,-1.03,-0.14,16.5
2640,酔鯨 純米吟醸 岡山雄町,365,純米吟醸,雄町（岡山県産）,50,7,1.6,1,-0.91,-0.33,16.5
2641,酔鯨 純米吟醸 山田錦,365,純米吟醸,山田錦（兵庫県産）,50,7,1.8,1.3,-1.15,0.05,16.5
2644,酔鯨 吟醸 高知酵母,365,吟醸,,,,,,,,
2652,酔鯨 純米吟醸酒 荒走り,365,純米吟醸,松山三井（愛媛県産）,50,7,1.65,,-0.97,-0.23,17.5
6442,酔鯨 なつくじら,365,純米吟醸,吟風（北海道産）,50,6.5,1.7,,-0.98,-0.12,17
2639,酔鯨 純米吟醸 高育54号,365,純米吟醸,吟の夢（高知県産）,50,7,1.7,1.2,-1.03,-0.14,16.5
2655,酔鯨 純米吟醸 鯨海酔候,365,純米吟醸,土佐錦（高知県産）,50,7,1.6,,-0.91,-0.33,16.5
2638,酔鯨 純米吟醸 吟麗,365,純米吟醸,松山三井（愛媛県産）,50,7,1.6,1,-0.91,-0.33,16.5
2637,酔鯨 中取り純米酒,365,純米酒,,55,7,1.8,,-1.15,0.05,15.5
2647,酔鯨 特別純米酒,365,特別純米酒,松山三井（愛媛県産）,55,7,1.6,1.1,-0.91,-0.33,16.5
2649,酔鯨 特別本醸造 吟龍,365,特別本醸造,松山三井（愛媛県産）,60,5.5,1.4,,-0.54,-0.64,15.5
2656,酔鯨 純米吟醸 純生,365,純米吟醸 生酒,松山三井（愛媛県産）,50,6,1.5,,-0.71,-0.47,15.5
2650,酔鯨 特別本醸造 生酒,365,特別本醸造 生貯蔵酒,,55,6,1.5,1,-0.71,-0.47,15.6
3210,亀泉 酒家長春 萬壽,367,純米大吟醸,山田錦,35,5,1.5,,-0.61,-0.43,
3217,亀泉 大吟醸 萬壽,367,大吟醸,,,,,,,,
3213,亀泉 純米大吟醸 貴賓,367,純米大吟醸,山田錦,40,5,1.4,,-0.5,-0.61,
3211,亀泉 純米吟醸 土佐,367,純米吟醸,山田錦（兵庫県産）,50,5,1.5,1.1,-0.61,-0.43,15.5
3214,亀泉 純米吟醸 原酒,367,純米吟醸 無濾過生原酒,八反錦,50,,2.3,1.1,,,14.4
3218,亀泉 純米酒 土佐,367,純米酒,土佐錦,,1,1.1,,0.22,-1,
3212,亀泉 特別純米酒 土佐の生一本,367,特別純米酒,土佐錦,60,5,1.4,,-0.5,-0.61,15
3216,亀泉 しぼったばっかし,367,本醸造 生酒,松山三井他,70,7,1.6,1.1,-0.91,-0.33,18.5
